CustomerID,Age,Gender,Region,ContractType,MonthlyCharges,SignupDate
CUST_5692,,Female,Urban,Monthly,36.31,2020-11-23
CUST_5693,25.0,Female,Suburban,Monthly,33.97,2021-04-26
CUST_5694,46.0,Female,Urban,Prepaid,54.79,2021-02-06
CUST_5695,47.0,Male,Rural,Monthly,62.26,2020-10-22
CUST_5696,27.0,Female,Suburban,Prepaid,40.27,2018-10-06
CUST_5697,56.0,Female,Rural,Monthly,63.75,2023-02-28
CUST_5698,45.0,Female,Suburban,Yearly,82.53,2018-08-15
CUST_5699,66.0,Female,Urban,Prepaid,69.79,2018-11-15
CUST_5700,53.0,Female,Suburban,Monthly,39.13,2021-03-28
CUST_5701,30.0,Male,Rural,Monthly,65.47,2022-05-23
CUST_5702,49.0,Male,Suburban,Prepaid,63.87,2022-08-22
CUST_5703,53.0,Female,Rural,Prepaid,50.95,2018-06-21
CUST_5704,54.0,Female,Urban,Prepaid,63.46,2021-10-25
CUST_5705,,Male,Rural,Prepaid,61.41,2019-11-10
CUST_5706,,Female,Urban,Prepaid,68.71,2020-03-13
CUST_5707,21.0,Female,Rural,Prepaid,58.68,2020-05-05
CUST_5708,48.0,Female,Urban,Prepaid,61.32,2023-06-05
CUST_5709,35.0,Female,Rural,Yearly,34.7,2018-07-31
CUST_5710,55.0,Female,Urban,Yearly,49.97,2021-02-09
CUST_5711,41.0,Female,Urban,Monthly,38.75,2020-05-24
CUST_5712,40.0,Female,Urban,Monthly,67.93,2021-09-30
CUST_5713,,Female,Rural,Prepaid,29.63,2021-06-13
CUST_5714,,Male,Rural,Monthly,17.17,2020-04-11
CUST_5715,48.0,Male,Urban,Prepaid,28.76,2020-08-01
CUST_5716,,Female,Suburban,Monthly,46.58,2019-05-30
CUST_5717,45.0,Female,Urban,Yearly,19.65,2023-03-12
CUST_5718,63.0,Female,Suburban,Prepaid,21.61,2018-12-25
CUST_5719,49.0,Female,Urban,Monthly,59.97,2022-07-17
CUST_5720,22.0,Male,Rural,Monthly,29.1,2019-05-24
CUST_5721,55.0,Male,Suburban,Yearly,65.07,2019-07-21
CUST_5722,27.0,Male,Rural,Prepaid,30.17,2018-11-09
CUST_5723,57.0,Male,Suburban,Prepaid,17.95,2018-08-18
CUST_5724,63.0,Female,Suburban,Yearly,34.57,2019-10-03
CUST_5725,41.0,Female,Suburban,Prepaid,30.68,2020-05-14
CUST_5726,,Female,Suburban,Monthly,30.6,2021-01-18
CUST_5727,61.0,Male,Rural,Yearly,48.36,2020-09-24
CUST_5728,65.0,Female,Suburban,Yearly,52.55,2018-03-31
CUST_5729,40.0,Female,Urban,Prepaid,70.73,2022-10-11
CUST_5730,,Male,Urban,Prepaid,44.56,2022-09-12
CUST_5731,18.0,Male,Suburban,Prepaid,54.3,2022-06-24
CUST_5732,,Male,Rural,Monthly,30.06,2020-05-09
CUST_5733,48.0,Male,Rural,Monthly,36.38,2022-07-27
CUST_5734,,Male,Suburban,Yearly,69.5,2020-01-24
CUST_5735,59.0,Female,Rural,Monthly,71.07,2022-12-25
CUST_5736,51.0,Female,Rural,Monthly,73.81,2021-07-14
CUST_5737,26.0,Male,Rural,Monthly,48.11,2022-02-25
CUST_5738,39.0,Female,Suburban,Prepaid,30.14,2021-08-08
CUST_5739,30.0,Female,Urban,Prepaid,38.28,2023-03-26
CUST_5740,42.0,Female,Urban,Prepaid,45.08,2020-03-18
CUST_5741,,Female,Urban,Yearly,41.52,2018-05-28
CUST_5742,35.0,Male,Urban,Monthly,51.7,2019-06-06
CUST_5743,,Female,Urban,Prepaid,61.27,2018-08-22
CUST_5744,29.0,Female,Rural,Monthly,34.56,2020-01-14
CUST_5745,57.0,Female,Rural,Prepaid,78.76,2021-03-06
CUST_5746,34.0,Male,Rural,Prepaid,51.12,2023-06-21
CUST_5747,32.0,Female,Suburban,Yearly,70.37,2019-03-13
CUST_5748,59.0,Male,Rural,Yearly,56.35,2022-01-30
CUST_5749,32.0,Male,Urban,Prepaid,82.34,2018-03-29
CUST_5750,32.0,Male,Rural,Monthly,32.55,2018-09-30
CUST_5751,56.0,Male,Urban,Monthly,42.29,2019-02-06
CUST_5752,30.0,Female,Rural,Prepaid,42.34,2023-01-21
CUST_5753,,Male,Urban,Monthly,52.74,2022-09-17
CUST_5754,,Male,Rural,Prepaid,51.89,2018-02-21
CUST_5755,26.0,Male,Urban,Prepaid,55.83,2018-05-18
CUST_5756,,Male,Urban,Prepaid,52.1,2020-04-05
CUST_5757,37.0,Male,Suburban,Prepaid,58.36,2019-10-28
CUST_5758,43.0,Female,Rural,Prepaid,42.74,2021-11-05
CUST_5759,44.0,Male,Urban,Prepaid,57.01,2023-02-22
CUST_5760,38.0,Female,Rural,Monthly,92.23,2020-06-24
CUST_5761,35.0,Female,Urban,Monthly,50.07,2021-08-01
CUST_5762,30.0,Male,Suburban,Prepaid,28.34,2020-02-23
CUST_5763,,Female,Suburban,Prepaid,40.59,2019-10-19
CUST_5764,,Female,Suburban,Prepaid,43.11,2023-02-25
CUST_5765,29.0,Female,Suburban,Yearly,36.71,2023-01-10
CUST_5766,61.0,Male,Urban,Prepaid,51.83,2018-12-23
CUST_5767,55.0,Male,Rural,Yearly,61.99,2018-10-08
CUST_5768,36.0,Male,Suburban,Monthly,30.5,2021-03-16
CUST_5769,,Male,Suburban,Yearly,24.59,2018-08-01
CUST_5770,52.0,Male,Suburban,Monthly,87.11,2019-05-30
CUST_5771,,Male,Rural,Prepaid,35.93,2022-09-12
CUST_5772,35.0,Male,Urban,Monthly,356.0,2023-06-09
CUST_5773,,Female,Urban,Monthly,61.42,2020-01-01
CUST_5774,,Female,Urban,Monthly,40.95,2021-10-13
CUST_5775,21.0,Male,Urban,Monthly,38.18,2020-11-08
CUST_5776,42.0,Female,Rural,Prepaid,40.93,2022-10-03
CUST_5777,49.0,Male,Rural,Monthly,43.37,2021-05-25
CUST_5778,,Male,Rural,Yearly,59.29,2021-08-25
CUST_5779,30.0,Male,Suburban,Yearly,29.11,2020-06-22
CUST_5780,,Female,Rural,Monthly,69.23,2019-12-25
CUST_5781,34.0,Male,Urban,Prepaid,40.41,2020-04-07
CUST_5782,66.0,Male,Rural,Prepaid,28.05,2021-10-22
CUST_5783,54.0,Male,Suburban,Yearly,52.78,2022-01-07
CUST_5784,23.0,Male,Urban,Yearly,86.05,2019-11-21
CUST_5785,,Female,Rural,Yearly,37.41,2019-08-24
CUST_5786,30.0,Male,Urban,Monthly,51.93,2022-12-14
CUST_5787,,Female,Urban,Yearly,52.12,2022-05-01
CUST_5788,31.0,Female,Rural,Yearly,78.28,2019-12-15
CUST_5789,,Male,Rural,Monthly,35.92,2021-12-03
CUST_5790,21.0,Male,Suburban,Monthly,64.04,2020-06-22
CUST_5791,,Female,Rural,Prepaid,28.65,2019-12-25
CUST_5792,,Female,Rural,Monthly,53.33,2018-02-07
CUST_5793,42.0,Female,Rural,Yearly,61.05,2021-11-17
CUST_5794,,Female,Urban,Prepaid,65.06,2023-01-31
CUST_5795,,Male,Suburban,Monthly,29.48,2021-11-14
CUST_5796,,Female,Urban,Prepaid,19.81,2020-06-03
CUST_5797,55.0,Female,Rural,Yearly,47.04,2019-09-24
CUST_5798,,Female,Suburban,Monthly,41.45,2019-09-08
CUST_5799,,Female,Rural,Yearly,28.71,2022-09-10
CUST_5800,20.0,Male,Urban,Monthly,30.42,2021-06-12
CUST_5801,45.0,Male,Urban,Monthly,42.83,2020-02-12
CUST_5802,20.0,Male,Rural,Prepaid,75.64,2020-05-15
CUST_5803,62.0,Female,Suburban,Monthly,31.52,2022-06-21
CUST_5804,51.0,Female,Urban,Monthly,63.37,2019-05-21
CUST_5805,,Male,Rural,Monthly,27.93,2019-10-14
CUST_5806,,Male,Rural,Prepaid,38.7,2023-04-21
CUST_5807,,Female,Rural,Yearly,27.02,2018-02-28
CUST_5808,55.0,Male,Suburban,Monthly,82.59,2019-12-24
CUST_5809,,Female,Rural,Yearly,64.35,2019-09-06
CUST_5810,25.0,Female,Rural,Monthly,60.52,2018-08-25
CUST_5811,,Female,Urban,Prepaid,59.76,2019-01-05
CUST_5812,31.0,Female,Rural,Monthly,37.89,2021-04-03
CUST_5813,,Female,Suburban,Yearly,50.53,2018-12-11
CUST_5814,,Female,Rural,Monthly,34.32,2021-07-05
CUST_5815,27.0,Male,Suburban,Monthly,90.41,2020-09-01
CUST_5816,20.0,Male,Rural,Yearly,33.13,2022-06-16
CUST_5817,29.0,Male,Rural,Prepaid,37.09,2019-11-03
CUST_5818,66.0,Female,Rural,Prepaid,74.05,2019-05-14
CUST_5819,48.0,Male,Suburban,Monthly,48.43,2018-12-26
CUST_5820,46.0,Female,Urban,Prepaid,295.3,2018-12-15
CUST_5821,,Female,Suburban,Monthly,48.78,2018-05-14
CUST_5822,69.0,Female,Urban,Monthly,39.66,2018-07-26
CUST_5823,,Female,Suburban,Monthly,39.67,2022-07-05
CUST_5824,58.0,Male,Rural,Prepaid,62.94,2021-01-21
CUST_5825,48.0,Male,Rural,Monthly,53.41,2019-09-12
CUST_5826,38.0,Male,Urban,Monthly,68.05,2023-02-02
CUST_5827,37.0,Female,Urban,Monthly,67.86,2018-10-14
CUST_5828,56.0,Male,Suburban,Yearly,58.65,2018-08-24
CUST_5829,39.0,Male,Suburban,Prepaid,65.72,2019-07-21
CUST_5830,21.0,Male,Urban,Monthly,58.06,2020-01-17
CUST_5831,30.0,Female,Urban,Monthly,55.71,2021-10-25
CUST_5832,62.0,Male,Suburban,Monthly,45.14,2021-11-12
CUST_5833,59.0,Female,Urban,Monthly,24.62,2022-06-11
CUST_5834,,Male,Urban,Prepaid,40.48,2020-04-18
CUST_5835,66.0,Female,Urban,Prepaid,71.71,2021-05-25
CUST_5836,,Male,Urban,Monthly,54.33,2022-08-17
CUST_5837,,Male,Rural,Monthly,43.97,2018-01-02
CUST_5838,,Male,Rural,Prepaid,68.03,2022-10-19
CUST_5839,,Female,Urban,Monthly,43.28,2018-06-06
CUST_5840,53.0,Male,Suburban,Yearly,60.62,2018-08-09
CUST_5841,,Male,Rural,Prepaid,69.95,2022-11-25
CUST_5842,18.0,Female,Suburban,Yearly,59.11,2019-07-29
CUST_5843,,Female,Suburban,Prepaid,65.93,2022-08-15
CUST_5844,30.0,Female,Rural,Monthly,57.09,2022-02-02
CUST_5845,34.0,Female,Suburban,Monthly,21.43,2020-08-07
CUST_5846,41.0,Male,Suburban,Prepaid,69.66,2019-04-02
CUST_5847,25.0,Male,Urban,Yearly,62.04,2021-05-26
CUST_5848,67.0,Female,Urban,Monthly,45.43,2020-04-19
CUST_5849,44.0,Male,Urban,Prepaid,41.19,2018-08-07
CUST_5850,,Female,Rural,Monthly,51.85,2022-06-28
CUST_5851,40.0,Male,Urban,Monthly,32.01,2019-02-28
CUST_5852,63.0,Female,Suburban,Yearly,64.14,2021-03-31
CUST_5853,25.0,Male,Suburban,Monthly,47.73,2018-10-11
CUST_5854,25.0,Female,Suburban,Prepaid,36.51,2021-06-26
CUST_5855,,Female,Suburban,Prepaid,59.97,2018-06-28
CUST_5856,64.0,Male,Suburban,Monthly,57.12,2019-01-17
CUST_5857,30.0,Male,Rural,Monthly,62.25,2020-07-10
CUST_5858,56.0,Male,Suburban,Yearly,30.73,2023-05-24
CUST_5859,,Female,Rural,Monthly,61.05,2021-02-08
CUST_5860,,Male,Suburban,Yearly,76.8,2019-06-09
CUST_5861,45.0,Female,Rural,Yearly,49.36,2021-03-19
CUST_5862,42.0,Male,Rural,Monthly,48.4,2020-09-15
CUST_5863,33.0,Male,Suburban,Prepaid,29.15,2018-12-26
CUST_5864,19.0,Female,Suburban,Prepaid,51.23,2021-11-30
CUST_5865,35.0,Female,Suburban,Prepaid,34.65,2018-02-09
CUST_5866,,Male,Suburban,Monthly,67.51,2019-04-29
CUST_5867,47.0,Female,Urban,Prepaid,86.4,2023-02-28
CUST_5868,,Female,Urban,Prepaid,86.78,2020-05-21
CUST_5869,,Male,Rural,Prepaid,37.16,2018-06-09
CUST_5870,49.0,Female,Rural,Prepaid,38.93,2019-12-14
CUST_5871,,Male,Urban,Prepaid,59.08,2020-05-26
CUST_5872,46.0,Male,Rural,Prepaid,46.55,2018-06-13
CUST_5873,63.0,Female,Suburban,Monthly,50.21,2021-11-03
CUST_5874,47.0,Male,Rural,Prepaid,86.82,2023-05-14
CUST_5875,35.0,Female,Rural,Yearly,33.74,2022-12-13
CUST_5876,30.0,Male,Rural,Prepaid,54.0,2020-05-10
CUST_5877,60.0,Female,Urban,Yearly,55.71,2018-03-13
CUST_5878,38.0,Female,Urban,Monthly,65.75,2020-02-08
CUST_5879,,Female,Rural,Monthly,37.06,2020-11-20
CUST_5880,38.0,Female,Suburban,Monthly,72.25,2019-09-26
CUST_5881,65.0,Female,Rural,Prepaid,53.94,2020-04-23
CUST_5882,,Male,Urban,Prepaid,37.57,2022-09-13
CUST_5883,57.0,Male,Suburban,Monthly,47.29,2020-02-07
CUST_5884,,Female,Rural,Yearly,65.04,2020-05-10
CUST_5885,,Male,Urban,Yearly,81.24,2020-05-05
CUST_5886,32.0,Female,Suburban,Monthly,44.73,2018-06-28
CUST_5887,26.0,Female,Rural,Monthly,81.74,2019-03-06
CUST_5888,69.0,Male,Urban,Monthly,68.64,2022-05-12
CUST_5889,,Male,Suburban,Monthly,42.34,2019-06-20
CUST_5890,61.0,Female,Rural,Yearly,59.04,2023-06-10
CUST_5891,48.0,Female,Suburban,Prepaid,63.08,2023-06-21
CUST_5892,40.0,Female,Suburban,Yearly,46.4,2020-03-16
CUST_5893,69.0,Female,Suburban,Prepaid,40.33,2022-12-31
CUST_5894,,Female,Urban,Monthly,48.0,2022-10-27
CUST_5895,50.0,Female,Rural,Yearly,44.19,2022-11-12
CUST_5896,69.0,Male,Suburban,Yearly,54.14,2019-02-22
CUST_5897,,Female,Suburban,Monthly,82.74,2021-02-20
CUST_5898,64.0,Female,Suburban,Prepaid,56.88,2021-07-20
CUST_5899,18.0,Male,Urban,Prepaid,77.13,2020-03-14
CUST_5900,61.0,Female,Suburban,Prepaid,58.53,2022-05-01
CUST_5901,52.0,Female,Urban,Monthly,93.4,2018-05-22
CUST_5902,28.0,Male,Urban,Monthly,37.8,2021-02-15
CUST_5903,51.0,Female,Suburban,Monthly,19.01,2019-07-19
CUST_5904,33.0,Male,Suburban,Monthly,54.1,2023-05-23
CUST_5905,26.0,Female,Urban,Monthly,55.99,2019-11-22
CUST_5906,49.0,Male,Urban,Monthly,73.64,2022-09-07
CUST_5907,32.0,Male,Suburban,Yearly,78.57,2019-10-06
CUST_5908,29.0,Male,Urban,Prepaid,26.61,2019-12-20
CUST_5909,,Female,Urban,Yearly,47.42,2020-12-19
CUST_5910,62.0,Female,Suburban,Prepaid,52.09,2018-09-17
CUST_5911,31.0,Male,Suburban,Monthly,32.7,2019-08-12
CUST_5912,25.0,Male,Rural,Yearly,47.9,2022-11-06
CUST_5913,25.0,Female,Suburban,Prepaid,66.36,2021-09-12
CUST_5914,44.0,Female,Suburban,Prepaid,67.44,2021-05-08
CUST_5915,29.0,Female,Suburban,Prepaid,55.62,2022-03-03
CUST_5916,18.0,Female,Rural,Prepaid,75.44,2019-05-01
CUST_5917,60.0,Female,Urban,Monthly,55.23,2023-01-16
CUST_5918,57.0,Male,Suburban,Prepaid,69.19,2019-06-09
CUST_5919,59.0,Female,Suburban,Prepaid,37.42,2022-08-24
CUST_5920,68.0,Male,Rural,Monthly,38.42,2020-03-21
CUST_5921,,Female,Rural,Monthly,81.16,2020-07-18
CUST_5922,56.0,Male,Rural,Monthly,42.68,2023-04-29
CUST_5923,,Male,Urban,Monthly,65.2,2021-11-19
CUST_5924,48.0,Female,Rural,Monthly,42.1,2020-07-03
CUST_5925,34.0,Male,Urban,Prepaid,55.85,2023-05-18
CUST_5926,,Male,Suburban,Monthly,47.96,2018-05-14
CUST_5927,49.0,Male,Suburban,Yearly,60.74,2020-01-26
CUST_5928,,Male,Suburban,Prepaid,60.66,2020-08-19
CUST_5929,,Female,Rural,Monthly,40.08,2022-02-20
CUST_5930,38.0,Male,Suburban,Yearly,61.25,2019-04-01
CUST_5931,57.0,Female,Rural,Yearly,32.86,2019-06-02
CUST_5932,40.0,Male,Urban,Monthly,75.89,2020-06-10
CUST_5933,,Female,Suburban,Monthly,55.39,2021-08-07
CUST_5934,39.0,Female,Urban,Monthly,4.58,2022-10-09
CUST_5935,67.0,Female,Rural,Monthly,30.37,2023-01-29
CUST_5936,55.0,Male,Rural,Monthly,60.27,2018-12-09
CUST_5937,54.0,Female,Suburban,Prepaid,64.41,2023-06-03
CUST_5938,62.0,Female,Suburban,Prepaid,44.14,2021-08-27
CUST_5939,68.0,Male,Rural,Prepaid,52.36,2020-02-02
CUST_5940,25.0,Female,Suburban,Prepaid,60.88,2018-02-11
CUST_5941,58.0,Male,Suburban,Monthly,69.67,2019-04-18
CUST_5942,66.0,Male,Urban,Yearly,63.62,2022-06-11
CUST_5943,52.0,Female,Rural,Yearly,41.59,2019-06-26
CUST_5944,,Male,Urban,Monthly,70.46,2021-05-02
CUST_5945,28.0,Male,Suburban,Yearly,17.4,2020-01-22
CUST_5946,41.0,Male,Urban,Yearly,45.8,2023-04-18
CUST_5947,66.0,Female,Rural,Yearly,59.3,2019-06-16
CUST_5948,,Male,Urban,Prepaid,31.91,2019-05-23
CUST_5949,,Male,Urban,Monthly,50.82,2021-11-25
CUST_5950,,Male,Suburban,Monthly,58.3,2019-05-23
CUST_5951,57.0,Female,Rural,Prepaid,38.36,2021-10-05
CUST_5952,,Male,Suburban,Yearly,52.86,2021-12-31
CUST_5953,56.0,Female,Suburban,Prepaid,31.66,2019-10-31
CUST_5954,45.0,Male,Rural,Prepaid,65.08,2021-11-20
CUST_5955,,Female,Urban,Prepaid,58.0,2020-08-15
CUST_5956,23.0,Female,Suburban,Monthly,61.08,2021-12-30
CUST_5957,,Female,Urban,Monthly,48.96,2022-04-28
CUST_5958,55.0,Male,Rural,Monthly,25.01,2022-03-23
CUST_5959,,Male,Suburban,Prepaid,48.01,2019-11-17
CUST_5960,19.0,Male,Urban,Monthly,75.89,2019-11-12
CUST_5961,55.0,Female,Urban,Monthly,65.25,2018-02-14
CUST_5962,,Male,Suburban,Monthly,76.18,2018-02-20
CUST_5963,68.0,Male,Rural,Prepaid,50.83,2020-08-21
CUST_5964,,Female,Urban,Prepaid,39.62,2022-09-09
CUST_5965,,Male,Rural,Prepaid,58.8,2021-03-15
CUST_5966,,Male,Suburban,Monthly,47.12,2020-06-26
CUST_5967,43.0,Female,Urban,Prepaid,41.63,2018-01-11
CUST_5968,,Female,Urban,Prepaid,23.98,2019-01-06
CUST_5969,60.0,Male,Urban,Prepaid,55.01,2021-08-30
CUST_5970,,Female,Rural,Monthly,64.06,2023-06-19
CUST_5971,30.0,Male,Urban,Monthly,32.53,2022-03-05
CUST_5972,,Male,Urban,Monthly,72.34,2019-11-26
CUST_5973,49.0,Male,Suburban,Monthly,53.74,2019-04-15
CUST_5974,34.0,Male,Urban,Prepaid,51.66,2023-02-26
CUST_5975,,Male,Rural,Prepaid,31.71,2022-11-14
CUST_5976,53.0,Female,Suburban,Prepaid,57.91,2018-10-10
CUST_5977,,Female,Suburban,Prepaid,32.71,2019-10-06
CUST_5978,36.0,Male,Urban,Yearly,35.68,2019-11-06
CUST_5979,,Female,Suburban,Monthly,24.91,2019-06-26
CUST_5980,,Female,Urban,Monthly,90.51,2021-05-10
CUST_5981,57.0,Male,Suburban,Prepaid,49.28,2021-07-14
CUST_5982,,Female,Rural,Prepaid,40.85,2018-12-06
CUST_5983,18.0,Female,Urban,Prepaid,49.37,2018-07-03
CUST_5984,59.0,Male,Rural,Monthly,42.47,2022-12-21
CUST_5985,,Male,Urban,Prepaid,47.31,2021-08-24
CUST_5986,65.0,Male,Rural,Monthly,55.58,2021-03-11
CUST_5987,57.0,Male,Rural,Monthly,43.91,2018-05-18
CUST_5988,50.0,Male,Suburban,Yearly,51.86,2023-04-30
CUST_5989,29.0,Male,Urban,Prepaid,84.99,2020-05-03
CUST_5990,25.0,Male,Suburban,Prepaid,22.5,2021-06-16
CUST_5991,41.0,Female,Rural,Prepaid,32.92,2020-03-02
CUST_5992,33.0,Male,Urban,Monthly,57.4,2022-05-01
CUST_5993,67.0,Female,Rural,Prepaid,70.53,2021-11-24
CUST_5994,21.0,Female,Rural,Monthly,94.88,2023-03-05
CUST_5995,55.0,Male,Rural,Monthly,56.22,2023-05-14
CUST_5996,,Female,Rural,Prepaid,31.71,2022-01-10
CUST_5997,44.0,Female,Suburban,Prepaid,72.58,2021-11-03
CUST_5998,26.0,Female,Rural,Prepaid,51.87,2021-01-23
CUST_5999,,Male,Suburban,Prepaid,51.29,2019-02-19
CUST_6000,,Female,Rural,Prepaid,20.86,2021-03-17
CUST_6001,29.0,Female,Urban,Monthly,67.53,2019-06-27
CUST_6002,,Male,Rural,Monthly,36.18,2021-05-27
CUST_6003,41.0,Female,Rural,Prepaid,58.5,2020-01-23
CUST_6004,31.0,Female,Urban,Monthly,51.01,2020-10-20
CUST_6005,,Female,Urban,Prepaid,52.99,2019-10-28
CUST_6006,42.0,Female,Rural,Monthly,50.78,2020-12-19
CUST_6007,51.0,Female,Rural,Yearly,38.69,2022-01-25
CUST_6008,20.0,Male,Suburban,Yearly,37.38,2019-02-16
CUST_6009,,Female,Urban,Prepaid,64.22,2022-02-16
CUST_6010,,Male,Urban,Monthly,49.76,2019-10-05
CUST_6011,,Female,Suburban,Monthly,40.18,2019-09-30
CUST_6012,43.0,Male,Rural,Prepaid,42.31,2023-03-06
CUST_6013,37.0,Male,Rural,Monthly,60.32,2019-04-30
CUST_6014,,Male,Urban,Yearly,39.83,2018-09-26
CUST_6015,27.0,Female,Suburban,Prepaid,73.94,2018-04-18
CUST_6016,,Female,Rural,Monthly,47.67,2020-06-23
CUST_6017,20.0,Female,Urban,Monthly,44.76,2021-04-29
CUST_6018,,Female,Rural,Prepaid,59.27,2023-05-09
CUST_6019,22.0,Female,Rural,Prepaid,45.74,2020-10-04
CUST_6020,20.0,Male,Rural,Prepaid,55.73,2019-01-12
CUST_6021,,Male,Urban,Prepaid,49.17,2020-05-12
CUST_6022,33.0,Male,Suburban,Prepaid,23.96,2020-11-18
CUST_6023,66.0,Female,Suburban,Prepaid,33.99,2019-01-25
CUST_6024,32.0,Female,Rural,Prepaid,54.39,2019-09-28
CUST_6025,52.0,Male,Suburban,Monthly,43.23,2019-09-20
CUST_6026,29.0,Female,Rural,Monthly,80.88,2018-09-12
CUST_6027,,Female,Urban,Prepaid,38.2,2019-03-05
CUST_6028,61.0,Male,Urban,Prepaid,30.36,2018-03-10
CUST_6029,43.0,Male,Urban,Prepaid,50.59,2020-10-04
CUST_6030,64.0,Female,Rural,Prepaid,53.76,2018-06-21
CUST_6031,51.0,Female,Suburban,Prepaid,63.25,2022-12-27
CUST_6032,,Male,Urban,Monthly,12.43,2021-09-12
CUST_6033,48.0,Female,Rural,Prepaid,72.61,2022-12-07
CUST_6034,67.0,Male,Suburban,Prepaid,30.37,2022-01-07
CUST_6035,,Male,Suburban,Monthly,66.34,2021-06-18
CUST_6036,,Male,Suburban,Monthly,79.36,2022-08-08
CUST_6037,40.0,Female,Rural,Monthly,61.2,2021-05-28
CUST_6038,21.0,Male,Rural,Yearly,32.8,2018-06-04
CUST_6039,,Male,Rural,Prepaid,47.11,2023-04-13
CUST_6040,65.0,Female,Urban,Yearly,61.33,2022-05-07
CUST_6041,65.0,Male,Rural,Yearly,50.5,2021-11-07
CUST_6042,18.0,Female,Urban,Prepaid,34.26,2020-03-28
CUST_6043,42.0,Female,Urban,Yearly,51.5,2018-07-22
CUST_6044,19.0,Female,Urban,Monthly,42.25,2019-10-18
CUST_6045,47.0,Male,Rural,Yearly,59.03,2018-12-29
CUST_6046,,Male,Urban,Monthly,34.07,2020-12-10
CUST_6047,38.0,Female,Rural,Monthly,20.99,2018-04-04
CUST_6048,42.0,Female,Rural,Prepaid,34.75,2020-11-25
CUST_6049,37.0,Female,Urban,Monthly,24.42,2023-03-21
CUST_6050,66.0,Male,Urban,Prepaid,40.58,2018-08-13
CUST_6051,,Female,Urban,Prepaid,60.07,2018-06-22
CUST_6052,39.0,Female,Rural,Yearly,44.09,2021-11-16
CUST_6053,38.0,Female,Rural,Prepaid,49.64,2020-09-09
CUST_6054,,Male,Urban,Monthly,34.92,2019-06-19
CUST_6055,69.0,Female,Urban,Prepaid,50.3,2019-04-18
CUST_6056,55.0,Male,Suburban,Prepaid,35.66,2018-08-15
CUST_6057,,Male,Urban,Monthly,32.17,2023-04-17
CUST_6058,63.0,Female,Suburban,Prepaid,46.61,2020-06-27
CUST_6059,,Female,Suburban,Yearly,39.85,2019-10-20
CUST_6060,32.0,Female,Rural,Prepaid,7.79,2021-06-22
CUST_6061,63.0,Male,Rural,Prepaid,48.81,2018-06-06
CUST_6062,,Male,Suburban,Prepaid,35.39,2018-12-14
CUST_6063,38.0,Male,Suburban,Prepaid,34.36,2022-04-16
CUST_6064,41.0,Female,Urban,Prepaid,70.94,2018-05-21
CUST_6065,22.0,Male,Suburban,Monthly,62.81,2020-10-25
CUST_6066,23.0,Female,Urban,Monthly,55.62,2023-01-17
CUST_6067,,Female,Rural,Prepaid,50.9,2022-04-29
CUST_6068,,Female,Urban,Prepaid,59.09,2019-04-01
CUST_6069,,Male,Rural,Yearly,44.11,2022-08-02
CUST_6070,61.0,Male,Suburban,Monthly,51.19,2018-09-11
CUST_6071,64.0,Male,Suburban,Monthly,43.94,2021-11-22
CUST_6072,40.0,Female,Suburban,Monthly,51.68,2020-03-06
CUST_6073,21.0,Male,Urban,Monthly,54.28,2018-12-30
CUST_6074,44.0,Male,Rural,Monthly,53.35,2018-02-24
CUST_6075,35.0,Female,Rural,Yearly,44.49,2020-11-18
CUST_6076,38.0,Female,Rural,Prepaid,60.36,2018-05-19
CUST_6077,45.0,Male,Rural,Prepaid,46.96,2022-06-24
CUST_6078,,Female,Rural,Prepaid,46.58,2022-12-11
CUST_6079,39.0,Male,Urban,Yearly,22.68,2020-08-06
CUST_6080,57.0,Female,Rural,Prepaid,37.23,2018-08-04
CUST_6081,40.0,Female,Suburban,Monthly,62.99,2018-03-21
CUST_6082,,Male,Rural,Monthly,61.75,2019-09-20
CUST_6083,57.0,Female,Suburban,Monthly,49.67,2023-01-29
CUST_6084,,Female,Urban,Prepaid,41.63,2020-02-14
CUST_6085,,Female,Urban,Prepaid,52.27,2020-07-04
CUST_6086,,Male,Suburban,Prepaid,14.08,2018-06-29
CUST_6087,,Female,Rural,Prepaid,52.1,2020-04-15
CUST_6088,,Female,Urban,Prepaid,31.3,2022-09-08
CUST_6089,,Male,Urban,Monthly,48.64,2019-08-11
CUST_6090,28.0,Male,Urban,Yearly,53.19,2022-03-23
CUST_6091,22.0,Female,Rural,Monthly,44.76,2023-05-21
CUST_6092,62.0,Female,Suburban,Monthly,61.2,2022-05-12
CUST_6093,,Female,Suburban,Monthly,40.52,2021-10-28
CUST_6094,62.0,Male,Rural,Prepaid,39.07,2020-03-27
CUST_6095,55.0,Female,Urban,Prepaid,59.36,2018-03-18
CUST_6096,46.0,Male,Rural,Prepaid,44.6,2023-01-01
CUST_6097,22.0,Male,Rural,Monthly,70.2,2019-12-30
CUST_6098,26.0,Female,Suburban,Yearly,50.2,2020-07-19
CUST_6099,,Female,Rural,Monthly,58.27,2019-07-20
CUST_6100,,Male,Rural,Prepaid,63.97,2018-11-06
CUST_6101,,Female,Urban,Monthly,48.93,2018-04-13
CUST_6102,57.0,Female,Urban,Monthly,27.09,2023-01-15
CUST_6103,68.0,Male,Suburban,Monthly,59.41,2021-01-30
CUST_6104,,Female,Urban,Monthly,67.89,2021-01-01
